Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
,3059803405,11/19/2024 5:19,12/6/2024 13:48,GBPCAD,Buy,0.11,0,0,1.77793,1.79292,-0.7,1.42,149.9,118.13,0.11,Strategy 0.137589[tp 1.79292],501,17:08:29:19,40.6,7d 1h ,295.9,1.18,250.2,195.156,-295.9,-230.802,45.8,81.6,-100.3,-78.23
,3061209665,12/2/2024 14:06,12/6/2024 10:04,EURAUD,Buy,0.11,0,1.64637,1.62187,1.64637,-0.58,-3.8,245,168.88,0.15,Strategy 0.366651,109,03:19:58:19,76.4,2d 22h ,66,0.15,252.2,179.062,-37.2,-26.412,87.1,97.5,-7.2,-5.11
,3061544987,12/4/2024 16:49,12/6/2024 6:41,GBPNZD,Sell,0.11,2.17609,0,2.16875,2.17611,-0.7,-2.54,-73.6,-50.67,-0.05,Strategy 0.1416958,704,01:13:51:10,49.9,18h 53m,122,1.55,47.8,30.592,-74.2,-47.488,39.2,0.5,-121.4,-77.7
,3061442115,12/6/2024 3:08,12/6/2024 4:00,XAUUSD,Sell,0.12,2618.44,0,2622.47,2618.44,-1.58,0,403,46.78,0.04,Strategy 0.276417,902,00:00:51:59,9.1,4m,1989,4.94,403,48.36,-1989,-238.68,16.8,100,0,0
,3061361312,12/6/2024 3:08,12/6/2024 4:00,XAUUSD,Sell,0.12,2618.14,0,2620.53,2618.28,-1.58,0,225,25.42,0.02,Strategy 0.768013,901,00:00:51:48,9.1,4m,2183,9.71,225,27,-2183,-261.96,9.3,100,0,0
,3061361432,12/4/2024 4:09,12/6/2024 3:46,GBPAUD,Buy,0.11,0,1.98309,1.96347,1.98309,-0.7,-0.9,196.2,137.08,0.12,Strategy 0.141646,406,01:23:37:13,100,1d 23h ,72.1,0,208,147.68,0,0,100,94.3,-11.8,-8.38
,3061045381,11/29/2024 13:01,12/6/2024 0:05,AUDUSD,Sell,0.11,0,0,0.65004,0.6458,-0.36,-0.79,42.4,45.49,0.04,Strategy 0.313365[sl 0.64578],1109,06:11:03:45,61,3d 22h ,55.9,0.26,98.1,107.91,-25.6,-28.16,79.3,55,-55.7,-61.27
,3061470390,12/4/2024 4:23,12/5/2024 16:16,EURAUD,Buy,0.11,0,0,1.63068,1.6412,-0.58,-1.91,105.2,72.08,0.06,Strategy 0.98444,110,01:11:53:14,100,1d 11h ,66.4,0.01,113.6,80.656,0,0,100,92.6,-8.4,-5.96
,3061513434,12/4/2024 17:25,12/5/2024 10:54,XAUUSD,Buy,0.12,0,0,2655.79,2643.01,-1.59,-15.26,-1278,-170.21,-0.15,Strategy 0.1785961,906,00:17:28:31,0,0s,1361,1428.57,0,0,-1361,-163.32,0,6.1,-1278,-153.36
,3060657489,11/26/2024 8:37,12/5/2024 9:07,AUDCAD,Sell,0.11,0,0,0.91467,0.90636,-0.36,-3.29,83.1,61.32,0.06,Strategy 0.3192864,5,09:00:29:48,98.8,8d 21h ,65.6,0.12,143.5,111.93,-16.6,-12.948,89.6,62.3,-60.4,-47.11
,3060594866,11/25/2024 22:55,12/5/2024 8:00,EURGBP,Sell,0.11,0,0,0.83504,0.82799,-0.58,2.32,70.5,100.34,0.09,Strategy 0.69570,305,09:09:05:01,96.6,9d 1h ,40,0.15,79.4,111.16,-12.1,-16.94,86.8,90.3,-8.9,-12.46
,3060527293,11/25/2024 16:01,12/5/2024 4:00,GBPUSD,Sell,0.11,0,0,1.26069,1.26975,-0.7,-4.89,-90.6,-105.25,-0.09,Strategy 0.531601,809,09:11:58:23,18.3,1d 17h ,232.7,1.47,94.2,103.62,-138.5,-152.35,40.5,20.6,-184.8,-203.28
,3059883282,11/20/2024 9:00,12/5/2024 4:00,GBPCHF,Buy,0.11,0,0,1.12421,1.12272,-0.7,18.48,-14.9,-0.75,0,Strategy 0.539120,609,14:19:00:00,2.4,8h 31m,122.6,8.64,14.2,17.608,-122.6,-152.024,10.4,78.7,-29.1,-36.08
,3060492845,11/25/2024 14:17,12/4/2024 21:09,AUDUSD,Sell,0.11,0,0,0.65004,0.64418,-0.36,-1.01,58.6,63.09,0.06,Strategy 0.90470,1105,09:06:52:07,60.1,5d 13h ,84.9,0.27,98.1,107.91,-26.5,-29.15,78.7,68.3,-39.5,-43.45
,3061337881,12/4/2024 12:50,12/4/2024 18:05,CADJPY,Buy,0.11,0,0,107.265,106.795,-0.4,0,-47,-34.8,-0.03,Strategy 0.461065,1207,00:05:15:08,33.4,1h 45m,84.8,2.91,21.7,15.841,-63.1,-46.063,25.6,19,-68.7,-50.15
,3061241998,12/4/2024 12:48,12/4/2024 17:11,CADJPY,Buy,0.11,0,0,107.204,106.994,-0.4,0,-21,-15.75,-0.01,Strategy 0.379041,1205,00:04:22:41,47.2,2h 3m,84.8,2.05,27.8,20.294,-57,-41.61,32.8,42.5,-48.8,-35.62
,3060716769,11/26/2024 18:52,12/4/2024 12:00,GBPNZD,Sell,0.11,0,0,2.15219,2.16987,-0.69,-3.48,-176.8,-117.8,-0.11,Strategy 0.1653465,707,07:17:07:35,74.5,5d 17h ,331.3,1.16,153.4,98.176,-177.9,-113.856,46.3,0.3,-330.2,-211.33
,3060716804,11/26/2024 16:57,12/4/2024 12:00,CADJPY,Buy,0.11,0,0,109.022,107.062,-0.4,3.9,-196,-139.63,-0.13,Strategy 0.547582,1209,07:19:02:28,0,0s,323.5,333.33,0,0,-323.5,-236.155,0,39.4,-196,-143.08
,3061486793,12/4/2024 11:03,12/4/2024 11:03,GBPUSD,Sell,0.11,0,1.26382,1.26389,1.26382,-0.7,0,0.7,0.07,0,Strategy 0.331381[tp 1.26388],807,00:00:00:00,,,,,,,,,,,,
,3061328009,12/3/2024 5:11,12/4/2024 7:14,GBPCHF,Sell,0.11,1.12427,0,1.12226,1.12427,-0.7,-1.84,-20.1,-27.49,-0.02,Strategy 0.454929[sl 1.12427],607,01:02:02:58,28.6,7h 27m,58.4,0.83,31.9,39.556,-26.5,-32.86,54.6,11,-52,-64.48
,3060643438,11/26/2024 4:00,12/4/2024 5:30,AUDCAD,Sell,0.11,0,0.90272,0.91421,0.90274,-0.36,-2.16,114.7,87.08,0.08,Strategy 0.3193536,3,08:01:30:13,95,7d 15h ,57.9,0.18,114.7,89.466,-21.2,-16.536,84.4,100,0,0
,3059479931,11/14/2024 22:06,12/4/2024 5:28,GBPAUD,Buy,0.11,0,1.97372,1.96329,1.9737,-0.7,-3.33,104.1,69.39,0.06,Strategy 0.704649,404,19:07:22:05,0.9,4h 10m,392,3.75,104.5,74.195,-392,-278.32,21,99.9,-0.4,-0.28
,3060804111,11/27/2024 4:06,12/4/2024 5:19,GBPNZD,Buy,0.11,0,2.16775,2.14752,2.1678,-0.7,-0.84,202.8,128.72,0.12,Strategy 0.1786146,706,07:01:12:44,88.8,6d 6h ,128.2,0.49,217.3,139.072,-106.7,-68.288,67.1,95.5,-14.5,-9.28
,3061172355,12/2/2024 13:48,12/4/2024 5:05,EURAUD,Buy,0.11,0,1.63422,1.62129,1.63422,-0.58,-1.25,129.3,89.53,0.08,Strategy 0.200778[tp 1.63423],106,01:15:16:59,64,1d 1h ,68.4,0.22,153.4,108.914,-33.8,-23.998,81.9,87.1,-24.1,-17.11
,3060527310,11/26/2024 3:03,12/4/2024 4:09,GBPAUD,Buy,0.11,0,1.96431,1.94279,1.96431,-0.69,-1.43,215.2,150.52,0.14,Strategy 0.380987,409,08:01:06:11,86.8,6d 23h ,104.6,0.34,309.5,219.745,-104.6,-74.266,74.7,77.2,-94.3,-66.95
,3061294746,12/2/2024 21:05,12/4/2024 2:32,GBPAUD,Sell,0.11,1.95766,0,1.9549,1.95768,-0.7,-0.97,-27.8,-21.46,-0.02,Strategy 0.936178[sl 1.95766],407,01:05:26:47,66.3,19h 31m,164.8,3.19,39.3,27.903,-125.5,-89.105,23.8,59.3,-67.1,-47.64
,3060643358,11/26/2024 4:27,12/4/2024 0:04,EURCAD,Sell,0.11,0,0,1.47648,1.47893,-0.58,-1.27,-24.5,-21.01,-0.02,Strategy 0.52012,201,07:19:36:24,25.5,1d 23h ,125.3,2.15,39.8,31.044,-85.5,-66.69,31.8,48.7,-64.3,-50.15
,3060247403,11/26/2024 2:17,12/3/2024 20:00,EURCAD,Buy,0.11,0,0,1.47773,1.4794,-0.58,-2.36,16.7,10.13,0.01,Strategy 0.19895,203,07:17:42:51,64.5,4d 23h ,123,0.72,73,56.94,-52.3,-40.794,58.3,55.1,-56.3,-43.91
,3059815759,11/25/2024 1:28,12/3/2024 16:00,XAUUSD,Buy,0.12,0,0,2717.11,2652.86,-1.62,-40.22,-6425,-812.84,-0.73,Strategy 0.1049983,905,08:14:31:09,0,0s,10783,0,0,0,-10783,-1293.96,0,40.4,-6425,-771
,3061337905,12/3/2024 10:09,12/3/2024 15:57,AUDJPY,Buy,0.11,96.55,0,97.527,96.55,-0.36,0,-97.7,-72.57,-0.06,Strategy 0.19063[sl 96.550],1010,00:05:48:19,0,0s,135,135.14,0,0,-135,-99.9,0,27.6,-97.7,-72.3
,3061337863,12/3/2024 10:09,12/3/2024 15:57,AUDJPY,Buy,0.11,96.55,0,97.527,96.55,-0.36,0,-97.7,-72.57,-0.06,Strategy 0.28864[sl 96.550],1009,00:05:48:19,0,0s,135,135.14,0,0,-135,-99.9,0,27.6,-97.7,-72.3
,3061337723,12/3/2024 10:09,12/3/2024 15:57,AUDJPY,Buy,0.11,96.55,0,97.527,96.55,-0.36,0,-97.7,-72.57,-0.06,Strategy 0.137737[sl 96.550],1005,00:05:48:19,0,0s,135,135.14,0,0,-135,-99.9,0,27.6,-97.7,-72.3
,3061337798,12/3/2024 10:09,12/3/2024 15:22,AUDJPY,Buy,0.11,96.875,0,97.527,96.875,-0.36,0,-65.2,-48.33,-0.04,Strategy 0.23432[sl 96.875],1008,00:05:13:12,0,0s,117.5,117.65,0,0,-117.5,-86.95,0,44.5,-65.2,-48.25
,3061184896,12/2/2024 9:37,12/3/2024 10:06,AUDJPY,Sell,0.11,97.466,0,97.524,97.467,-0.36,-1.01,5.7,2.81,0,Strategy 0.224961[sl 97.466],1006,01:00:29:27,93.2,22h 49m,121.5,0.12,124.6,90.958,-14.4,-10.512,89.6,14.5,-118.9,-86.8
,3059398635,11/14/2024 17:18,12/3/2024 4:00,EURCAD,Buy,0.11,0,0,1.48311,1.47389,-0.58,-6.52,-92.2,-79.26,-0.07,Strategy 0.136183,205,18:10:41:04,22.5,4d 3h ,346,5.27,55.2,43.056,-290.8,-226.824,16,57.4,-147.4,-114.97
,3061083001,11/29/2024 12:53,12/3/2024 4:00,GBPCAD,Buy,0.11,0,0,1.7774,1.77715,-0.7,0.15,-2.5,-2.51,0,Strategy 0.371430,504,03:15:06:10,89.6,3d 6h ,86.1,0.21,71.2,55.536,-14.9,-11.622,82.7,14.4,-73.7,-57.49
,3061294762,12/3/2024 0:04,12/3/2024 2:18,GBPCHF,Buy,0.11,0,1.12252,1.12331,1.12252,-0.7,0,-7.9,-10.49,-0.01,Strategy 0.318135[tp 1.12252],603,00:02:14:02,0,0s,9.3,9.3,0,0,-9.3,-11.532,0,15.1,-7.9,-9.8
,3060989065,11/28/2024 12:05,12/2/2024 22:15,GBPAUD,Buy,0.11,1.95445,0,1.94755,1.95446,-0.7,-0.42,69.1,48.09,0.04,Strategy 0.4296,401,04:10:09:08,99.8,4d 9h ,68.5,0.01,129.7,92.087,-1,-0.71,99.2,53.6,-60.6,-43.03
,3061008238,11/28/2024 18:50,12/2/2024 18:39,GBPCHF,Buy,0.11,1.12038,0,1.12066,1.12038,-0.7,2.21,-2.8,-1.96,0,Strategy 0.454929,607,03:23:48:57,75,2d 23h ,58.3,0.71,54.4,67.456,-38.7,-47.988,58.4,38.6,-57.2,-70.93
,3060643512,11/26/2024 6:18,12/2/2024 18:34,GBPCHF,Buy,0.11,1.12041,0,1.11363,1.12041,-0.7,5.54,67.8,88.94,0.08,Strategy 0.318135,603,06:12:16:08,91.6,5d 23h ,58.3,0.13,124.7,154.628,-15.8,-19.592,88.8,59.5,-56.9,-70.56
,3061106148,11/29/2024 17:47,12/2/2024 18:15,CADJPY,Buy,0.11,106.315,0,107.134,106.314,-0.4,0.52,-82,-60.13,-0.05,Strategy 0.606918,1211,03:00:27:31,9.4,6h 48m,142.3,4.01,28.4,20.732,-113.9,-83.147,20,22.4,-110.4,-80.59
,3061008443,11/29/2024 0:04,12/2/2024 17:23,EURGBP,Sell,0.11,0.82957,0,0.83039,0.82958,-0.58,0.15,8.1,10.82,0.01,Strategy 0.162992,308,03:17:19:42,77,2d 20h ,27.7,0.77,33.1,46.009,-25.6,-35.584,56.4,57.4,-25,-34.75
,3061172311,12/2/2024 4:05,12/2/2024 16:42,GBPUSD,Sell,0.11,0,1.26579,1.26881,1.26577,-0.7,0,30.4,32.74,0.03,Strategy 0.331381[tp 1.26579],807,00:12:36:58,43.8,5h 31m,39.9,0.46,70.3,77.33,-32.5,-35.75,68.4,61.2,-39.9,-43.89
,3060846483,11/27/2024 12:00,12/2/2024 16:35,CADJPY,Sell,0.11,0,106.724,107.802,106.723,-0.4,-5.07,107.9,73.71,0.07,Strategy 0.137385,1201,05:04:35:11,79.2,4d 2h ,107.8,0.39,179.5,131.035,-69.5,-50.735,72.1,71.2,-71.6,-52.27
,3060876079,11/29/2024 5:44,12/2/2024 14:53,GBPUSD,Buy,0.11,1.26744,0,1.27144,1.26743,-0.7,-0.4,-40.1,-45.21,-0.04,Strategy 0.357216,801,03:09:09:35,67.9,2d 7h ,105.2,2.27,32.2,35.42,-73,-80.3,30.6,31.3,-72.3,-79.53
,3061172249,12/2/2024 4:14,12/2/2024 9:33,CADJPY,Buy,0.11,107.015,0,107.353,107.015,-0.4,0,-33.8,-25.16,-0.02,Strategy 0.379041[sl 107.015],1205,00:05:19:21,14.1,45m,52.3,7.05,6.5,4.745,-45.8,-33.434,12.4,22.9,-40.3,-29.42
,3060818393,11/27/2024 14:45,12/2/2024 9:11,EURAUD,Buy,0.11,1.61681,0,1.62588,1.61679,-0.58,-3.18,-90.9,-68.82,-0.06,Strategy 0.302983,103,04:18:26:20,9.9,11h 19m,140.5,2.1,45.4,32.688,-95.1,-68.472,32.3,3,-136.3,-98.14
,3059550444,11/15/2024 12:43,12/2/2024 8:00,GBPCHF,Buy,0.11,0,0,1.12597,1.12259,-0.7,16.56,-33.8,-26.15,-0.02,Strategy 0.381118,605,16:19:16:18,0,0s,140.2,140.85,0,0,-140.2,-173.848,0,75.9,-33.8,-41.91
,3061008442,11/29/2024 5:44,12/2/2024 4:12,GBPUSD,Buy,0.11,1.26846,0,1.27144,1.26845,-0.7,-0.4,-29.9,-33.99,-0.03,Strategy 0.680206,808,02:22:28:09,77.7,2d 6h ,72.4,1.25,32.2,35.42,-40.2,-44.22,44.5,14.2,-62.1,-68.31
,3060969119,11/28/2024 10:34,12/2/2024 0:05,GBPNZD,Sell,0.11,2.15518,0,2.14823,2.15549,-0.7,-0.95,-72.6,-48.89,-0.04,Strategy 0.1227314,701,03:13:30:56,10,8h 33m,135.2,1.16,62.6,40.69,-72.6,-47.19,46.3,0,-135.2,-87.88
,3060876390,11/29/2024 5:44,12/2/2024 0:05,GBPUSD,Buy,0.11,0,0,1.27144,1.27234,-0.7,-0.4,9,8.8,0.01,Strategy 0.514479,803,02:18:20:55,82.7,2d 6h ,72.4,1.25,32.2,35.42,-40.2,-44.22,44.5,68,-23.2,-25.52
,3060804066,11/27/2024 4:06,11/29/2024 16:57,GBPNZD,Buy,0.11,2.14228,0,2.14202,2.14228,-0.7,-0.53,2.6,0.46,0,Strategy 0.1416958,704,02:12:51:36,91.8,2d 7h ,128.2,0.41,127.7,83.005,-52.5,-34.125,70.9,30.6,-125.1,-81.32
,3059679289,11/18/2024 10:50,11/29/2024 12:00,EURCAD,Buy,0.11,0,0,1.4874,1.47786,-0.58,-4.97,-95.4,-80.51,-0.07,Strategy 0.25299,208,11:01:09:42,0.2,31m,390.4,46.73,8.2,6.478,-382.2,-301.938,2.1,73.5,-103.6,-81.84
,3059851587,11/19/2024 12:02,11/29/2024 9:16,GBPCAD,Buy,0.11,0,1.78336,1.77187,1.78336,-0.7,0.82,114.9,90.43,0.08,Strategy 0.246015,510,09:21:14:34,24.6,2d 10h ,255,2.05,114.9,90.771,-235.3,-185.887,32.8,100,0,0
,3060492900,11/25/2024 15:55,11/29/2024 9:16,GBPCAD,Buy,0.11,0,1.78314,1.76014,1.78314,-0.7,0.04,230,180.14,0.16,Strategy 0.90568,508,03:17:20:52,91.9,3d 10h ,130.9,0.16,230,181.7,-37.7,-29.783,85.9,100,0,0
,3061028550,11/29/2024 4:13,11/29/2024 8:03,XAUUSD,Buy,0.12,2662.01,0,2653.97,2662.01,-1.6,0,804,94.88,0.08,Strategy 0.768013[sl 2662.01],901,00:03:50:38,100,3h 50m,471,0,1202,144.24,0,0,100,66.9,-398,-47.76
,3059731867,11/19/2024 11:17,11/28/2024 20:00,EURGBP,Sell,0.11,0,0,0.83436,0.8318,-0.58,2.21,25.6,37.36,0.03,Strategy 0.1968564,302,09:08:42:30,75.4,7d 1h ,93,0.4,74.1,103.74,-29.6,-41.44,71.5,53.2,-48.5,-67.9
,3060958851,11/28/2024 4:45,11/28/2024 17:28,CADJPY,Buy,0.11,108.035,0,108.189,108.035,-0.4,0,-15.4,-11.59,-0.01,Strategy 0.379041,1205,00:12:42:53,50,6h 21m,46.6,0.73,31.2,22.776,-22.8,-16.644,57.8,13.7,-46.6,-34.02
,3060126151,11/22/2024 11:26,11/28/2024 11:02,AUDJPY,Sell,0.11,98.712,0,100.048,98.713,-0.36,-5.88,133.5,90.46,0.08,Strategy 0.224961,1006,05:23:36:25,41.8,2d 12h ,93.4,0.39,225.2,162.144,-87.4,-62.928,72,70.7,-91.7,-66.02
,3060412764,11/26/2024 14:31,11/28/2024 9:37,EURCAD,Buy,0.11,1.47767,0,1.48448,1.47767,-0.58,-1.18,-68.1,-55.17,-0.05,Strategy 0.236527,207,01:19:05:15,1.4,36m,123.8,22.52,5.5,4.29,-123.8,-96.564,4.3,43.1,-73.6,-57.41
,3060185473,11/26/2024 1:51,11/28/2024 3:43,AUDUSD,Sell,0.11,0.65055,0,0.646,0.65056,-0.36,-0.36,-45.6,-50.88,-0.05,Strategy 0.313365,1109,02:01:51:48,7.7,3h 50m,60.9,4.12,11.9,13.09,-49,-53.9,19.5,5.6,-57.5,-63.25
,3060086066,11/21/2024 16:38,11/28/2024 2:15,CADJPY,Sell,0.11,108.073,0,110.264,108.085,-0.4,-6.83,217.9,150.97,0.13,Strategy 0.461065,1207,06:09:36:56,39.4,2d 12h ,82.6,0.2,284.5,207.685,-56,-40.88,83.6,80.4,-66.6,-48.62
,3060681959,11/26/2024 13:01,11/27/2024 23:01,GBPNZD,Sell,0.11,2.15051,0,2.15009,2.15051,-0.7,0,-4.2,-3.42,0,Strategy 0.1227314[sl 2.15051],701,01:09:59:13,61.6,20h 56m,146.2,0.53,133.2,86.58,-71,-46.15,65.2,32.7,-137.4,-89.31
,3060412781,11/26/2024 1:41,11/27/2024 16:00,EURCAD,Buy,0.11,0,0,1.4711,1.48472,-0.58,0,136.2,106.1,0.09,Strategy 0.130834,210,01:14:18:11,100,1d 14h ,122,0.01,139.3,108.654,0,0,100,97.8,-3.1,-2.42
,3060681982,11/26/2024 12:02,11/27/2024 8:52,CADJPY,Sell,0.11,0,108.084,109.176,108.084,-0.4,0,109.2,78.57,0.07,Strategy 0.137385[tp 108.084],1201,00:20:49:57,98,20h 24m,65.1,0.04,133.9,96.408,-6,-4.32,95.7,82.3,-24.7,-17.78
,3059703646,11/20/2024 9:00,11/27/2024 8:00,EURGBP,Sell,0.11,0,0,0.83287,0.83366,-0.58,1.37,-7.9,-10.13,-0.01,Strategy 0.1970853,303,06:23:00:04,56.6,3d 22h ,93,0.57,59.2,81.696,-33.8,-46.644,63.7,27.8,-67.1,-92.6
,3060247219,11/22/2024 1:01,11/27/2024 6:15,CADJPY,Sell,0.11,0,108.292,110.497,108.281,-0.4,-2.82,221.6,156.85,0.14,Strategy 0.606918,1211,05:05:14:23,42.2,2d 4h ,61.1,0.14,237,170.64,-32.7,-23.544,87.9,94.3,-15.4,-11.09
,3060327149,11/25/2024 15:26,11/27/2024 3:14,EURAUD,Buy,0.11,1.61698,0,1.61276,1.61697,-0.58,-1.14,42.1,28.31,0.03,Strategy 0.299964,105,01:11:47:49,99.8,1d 11h ,78.3,0.03,115.7,82.147,-3.2,-2.272,97.3,38.1,-73.6,-52.26
,3060657456,11/26/2024 8:50,11/26/2024 17:56,AUDCAD,Sell,0.11,0,0.90903,0.91451,0.90903,-0.36,0,54.8,42.53,0.04,Strategy 0.792124[tp 0.90903],1,00:09:05:44,59.7,5h 25m,22.8,0.28,65.1,50.778,-18.2,-14.196,78.2,87.6,-10.3,-8.03
,3059181078,11/13/2024 13:53,11/26/2024 16:00,EURGBP,Buy,0.11,0,0,0.83379,0.83476,-0.58,-10.89,9.7,1.95,0,Strategy 0.1047865,301,13:02:06:28,47.3,6d 4h ,65,0.93,33.6,46.368,-31.4,-43.332,51.7,63.2,-23.9,-32.98
,3059180811,11/12/2024 20:04,11/26/2024 10:35,AUDCAD,Buy,0.11,0,0.91633,0.90984,0.91631,-0.36,-0.88,64.7,49.08,0.04,Strategy 0.1091251,9,13:14:31:43,48.7,6d 15h ,73.6,0.81,64.7,50.466,-52.4,-40.872,55.3,100,0,0
,3060492692,11/25/2024 15:18,11/26/2024 10:31,EURCAD,Buy,0.11,0,1.48166,1.46703,1.48167,-0.58,-0.77,146.4,112.59,0.1,Strategy 0.73389,209,00:19:12:19,94.4,18h 7m,35.7,0.06,159.4,124.332,-10,-7.8,94.1,92.3,-13,-10.14
,3060412718,11/26/2024 1:42,11/26/2024 9:30,EURCAD,Buy,0.11,0,1.48026,1.47183,1.48027,-0.58,0,84.4,65.12,0.06,Strategy 0.57840,202,00:07:48:03,100,7h 48m,30,0.01,111.4,86.892,0,0,100,75.8,-27,-21.06
,3059703643,11/18/2024 12:34,11/26/2024 8:00,GBPNZD,Sell,0.11,0,0,2.15883,2.14847,-0.7,-2.8,103.6,63.07,0.06,Strategy 0.1653465,707,07:19:25:25,99.5,7d 18h ,176.6,0.14,174.5,111.68,-24.9,-15.936,87.5,64.4,-70.9,-45.38
,3060429547,11/25/2024 15:23,11/26/2024 2:13,CADJPY,Sell,0.11,0,109.087,110.19,109.087,-0.39,-1.88,110.3,76.4,0.07,Strategy 0.137385,1201,00:10:49:35,40.8,4h 25m,47.8,0.12,158.1,112.251,-19.2,-13.632,89.2,73,-47.8,-33.94
,3060156263,11/21/2024 12:36,11/26/2024 1:43,GBPNZD,Sell,0.11,2.15434,0,2.15198,2.15434,-0.69,-1.14,-23.6,-16.94,-0.02,Strategy 0.1227314,701,04:13:07:35,90.4,4d 2h ,176.6,0.67,106,67.84,-70.6,-45.184,60,26.6,-129.6,-82.94
,3060156364,11/21/2024 15:38,11/26/2024 0:04,EURCAD,Buy,0.11,0,0,1.47102,1.46647,-0.58,-1.55,-45.5,-37.89,-0.03,Strategy 0.125615,204,04:08:25:28,0.8,50m,218.4,3.53,61.8,48.822,-218.4,-172.536,22.1,61.7,-107.3,-84.77
,3060359184,11/22/2024 16:32,11/25/2024 16:14,GBPCHF,Buy,0.11,1.11675,0,1.12065,1.11674,-0.69,1.05,-39.1,-48.16,-0.04,Strategy 0.454929,607,02:23:41:51,13.5,9h 40m,86.2,4.39,16,19.84,-70.2,-87.048,18.6,36.1,-55.1,-68.32
,3060327151,11/22/2024 12:11,11/25/2024 16:14,GBPCHF,Buy,0.11,1.11675,0,1.11362,1.11674,-0.69,1.05,31.2,39.07,0.04,Strategy 0.318135,603,03:04:03:01,99.7,3d 3h ,86.2,0.05,86.3,107.012,-3.9,-4.836,95.7,38.9,-55.1,-68.32
,3057965787,11/1/2024 22:53,11/25/2024 16:00,EURAUD,Buy,0.11,0,0,1.65333,1.61354,-0.59,-14.56,-397.9,-300.73,-0.27,Strategy 0.366651,109,23:17:06:50,0.4,2h 16m,525.7,263.16,2,1.44,-523.7,-377.064,0.4,23.9,-399.9,-287.93
,3057831420,11/1/2024 15:30,11/25/2024 8:00,GBPAUD,Buy,0.11,0,0,1.97088,1.93154,-0.71,-4.3,-393.4,-287.15,-0.26,Strategy 0.422511,410,23:16:29:59,0.4,2h 16m,559.1,9.62,58.2,41.904,-559.1,-402.552,9.4,26.8,-451.6,-325.15
,3059679424,11/22/2024 4:40,11/25/2024 5:24,XAUUSD,Buy,0.12,2686.65,0,2686,2686.41,-1.62,-5.28,41,-1.98,0,Strategy 0.1408459,907,03:00:44:10,96.8,2d 22h ,5326,0.58,3376,405.12,-1950,-234,63.4,37.4,-3335,-400.2
,3060327401,11/22/2024 16:21,11/25/2024 3:37,CADJPY,Buy,0.11,110.325,0,110.682,110.315,-0.4,0.51,-36.7,-26.15,-0.02,Strategy 0.379041,1205,02:11:16:04,89.5,2d 5h ,56.6,5.09,9.3,6.696,-47.3,-34.056,16.4,18.7,-46,-33.12
,3059815842,11/19/2024 11:32,11/25/2024 0:05,GBPUSD,Sell,0.11,1.25522,0,1.26149,1.25966,-0.7,-2.19,18.3,17.24,0.02,Strategy 0.92229,805,05:12:32:23,60.8,3d 8h ,100.2,0.8,118.5,130.35,-94.8,-104.28,55.6,53,-100.2,-110.22
,3058834140,11/19/2024 15:17,11/22/2024 13:43,GBPAUD,Sell,0.11,0,0,1.94352,1.92414,-0.69,-2.41,193.8,135.5,0.12,Strategy 0.141646,406,02:22:26:01,71.2,2d 2h ,109.3,0.36,197.7,142.344,-72.1,-51.912,73.3,98.6,-3.9,-2.81
,3059181087,11/22/2024 4:38,11/22/2024 13:27,XAUUSD,Buy,0.12,0,0,2684.59,2702.2,-1.62,0,1761,209.7,0.19,Strategy 0.1358753,908,00:08:49:28,99.3,8h 45m,1772,0.05,2529,303.48,-129,-15.48,95.1,71.1,-768,-92.16
,3059703694,11/18/2024 12:55,11/22/2024 11:14,EURGBP,Sell,0.11,0,0,0.83549,0.82711,-0.57,1.2,83.8,115.83,0.1,Strategy 0.69570,305,03:22:19:16,74.9,2d 22h ,57.6,0.21,85.4,116.998,-18.3,-25.071,82.4,98.5,-1.6,-2.19
,3059973161,11/21/2024 18:18,11/22/2024 11:14,GBPUSD,Sell,0.11,0,0,1.25966,1.24993,-0.69,-0.41,97.3,105.93,0.1,Strategy 0.680206,808,00:16:56:05,88.2,14h 56m,38.9,0.07,100.2,110.22,-7.5,-8.25,93,97.3,-2.9,-3.19
,3055141443,10/7/2024 7:02,11/22/2024 11:14,EURAUD,Sell,0.11,0,0,1.61135,1.59748,-0.58,1.4,138.7,99.6,0.09,Strategy 0.200778,106,46:04:12:07,1.7,18h 50m,487,3.51,138.7,98.477,-487,-345.77,22.2,100,0,0
,3058619912,11/15/2024 15:30,11/22/2024 11:13,EURAUD,Buy,0.11,0,0,1.63572,1.6004,-0.58,-4.37,-353.2,-256.67,-0.23,Strategy 0.299964,105,06:19:43:19,0.2,19m,386.7,5000,0.1,0.071,-386.6,-274.486,0,8.6,-353.3,-250.84
,3052100548,9/10/2024 0:07,11/22/2024 11:09,GBPCAD,Sell,0.1,0,0,1.77128,1.75374,-0.64,-42.31,175.4,82.41,0.07,Strategy 0.120600,507,73:11:02:11,18.5,13d 14h ,1037.9,0.63,645.6,458.376,-405.1,-287.621,61.4,55.2,-470.2,-333.84
